Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,DateTime
ID0612,Martha,2021-01-11,12:20:10,Contract related,Y,Y,64.0,160.0,4.0,2021-01-11 12:20:10
ID0613,Stewart,2021-01-11,12:24:29,Admin Support,Y,Y,82.0,411.0,3.0,2021-01-11 12:24:29
ID0614,Dan,2021-01-11,12:24:29,Streaming,Y,Y,13.0,129.0,5.0,2021-01-11 12:24:29
ID0615,Jim,2021-01-11,12:43:12,Contract related,Y,Y,15.0,45.0,5.0,2021-01-11 12:43:12
ID0616,Greg,2021-01-11,12:43:12,Contract related,Y,Y,42.0,368.0,2.0,2021-01-11 12:43:12
ID0617,Jim,2021-01-11,12:43:12,Payment related,N,N,68.0,226.0,3.0,2021-01-11 12:43:12
ID0618,Martha,2021-01-11,12:43:12,Payment related,Y,Y,32.0,341.0,3.0,2021-01-11 12:43:12
ID0619,Dan,2021-01-11,12:57:36,Payment related,Y,Y,75.0,250.0,3.0,2021-01-11 12:57:36
ID0620,Stewart,2021-01-11,12:57:36,Contract related,Y,N,123.0,170.0,3.0,2021-01-11 12:57:36
ID0621,Stewart,2021-01-11,13:19:12,Streaming,Y,Y,22.0,327.0,5.0,2021-01-11 13:19:12
ID0622,Greg,2021-01-11,13:19:12,Technical Support,Y,Y,21.0,118.0,2.0,2021-01-11 13:19:12
ID0623,Greg,2021-01-11,13:55:12,Streaming,Y,Y,15.0,370.0,4.0,2021-01-11 13:55:12
ID0624,Diane,2021-01-11,13:55:12,Streaming,Y,Y,76.0,235.0,4.0,2021-01-11 13:55:12
ID0625,Joe,2021-01-11,14:09:36,Admin Support,Y,Y,92.0,319.0,3.0,2021-01-11 14:09:36
ID0626,Greg,2021-01-11,14:09:36,Technical Support,N,N,68.0,226.0,3.0,2021-01-11 14:09:36
ID0627,Martha,2021-01-11,14:13:55,Technical Support,N,N,68.0,226.0,3.0,2021-01-11 14:13:55
ID0628,Becky,2021-01-11,14:13:55,Payment related,Y,N,62.0,239.0,4.0,2021-01-11 14:13:55
ID0629,Joe,2021-01-11,14:19:41,Admin Support,Y,Y,33.0,298.0,3.0,2021-01-11 14:19:41
ID0630,Stewart,2021-01-11,14:19:41,Admin Support,Y,Y,122.0,119.0,1.0,2021-01-11 14:19:41
ID0631,Stewart,2021-01-11,14:24:00,Streaming,Y,N,47.0,275.0,1.0,2021-01-11 14:24:00
ID0632,Diane,2021-01-11,14:24:00,Admin Support,N,N,68.0,226.0,3.0,2021-01-11 14:24:00
ID0633,Martha,2021-01-11,14:26:53,Technical Support,N,N,68.0,226.0,3.0,2021-01-11 14:26:53
ID0634,Joe,2021-01-11,14:26:53,Contract related,N,N,68.0,226.0,3.0,2021-01-11 14:26:53
ID0635,Stewart,2021-01-11,14:28:19,Streaming,Y,Y,44.0,39.0,4.0,2021-01-11 14:28:19
ID0636,Martha,2021-01-11,14:28:19,Contract related,Y,Y,48.0,281.0,3.0,2021-01-11 14:28:19
ID0637,Martha,2021-01-11,14:32:38,Admin Support,Y,Y,60.0,59.0,3.0,2021-01-11 14:32:38
ID0638,Diane,2021-01-11,14:32:38,Streaming,N,N,68.0,226.0,3.0,2021-01-11 14:32:38
ID0639,Jim,2021-01-11,14:57:07,Technical Support,Y,Y,120.0,201.0,2.0,2021-01-11 14:57:07
ID0640,Stewart,2021-01-11,14:57:07,Admin Support,Y,Y,61.0,266.0,2.0,2021-01-11 14:57:07
ID0641,Greg,2021-01-11,15:12:58,Technical Support,Y,Y,103.0,385.0,4.0,2021-01-11 15:12:58
ID0642,Becky,2021-01-11,15:12:58,Contract related,N,N,68.0,226.0,3.0,2021-01-11 15:12:58
ID0643,Jim,2021-01-11,15:37:26,Payment related,Y,Y,32.0,181.0,2.0,2021-01-11 15:37:26
ID0644,Joe,2021-01-11,15:37:26,Admin Support,N,N,68.0,226.0,3.0,2021-01-11 15:37:26
ID0645,Jim,2021-01-11,15:59:02,Technical Support,Y,Y,53.0,277.0,1.0,2021-01-11 15:59:02
ID0646,Diane,2021-01-11,15:59:02,Streaming,Y,Y,40.0,176.0,5.0,2021-01-11 15:59:02
ID0647,Stewart,2021-01-11,16:17:46,Contract related,Y,N,58.0,194.0,3.0,2021-01-11 16:17:46
ID0648,Stewart,2021-01-11,16:17:46,Technical Support,Y,Y,92.0,147.0,2.0,2021-01-11 16:17:46
ID0649,Diane,2021-01-11,16:43:41,Payment related,N,N,68.0,226.0,3.0,2021-01-11 16:43:41
ID0650,Dan,2021-01-11,16:43:41,Streaming,Y,Y,124.0,49.0,5.0,2021-01-11 16:43:41
ID0651,Jim,2021-01-11,17:06:43,Admin Support,Y,Y,59.0,270.0,3.0,2021-01-11 17:06:43
ID0652,Greg,2021-01-11,17:06:43,Streaming,Y,Y,44.0,302.0,1.0,2021-01-11 17:06:43
ID0653,Jim,2021-01-11,17:22:34,Admin Support,Y,Y,42.0,218.0,2.0,2021-01-11 17:22:34
ID0654,Stewart,2021-01-11,17:22:34,Payment related,Y,Y,21.0,286.0,5.0,2021-01-11 17:22:34
ID0655,Stewart,2021-01-11,17:41:17,Contract related,Y,Y,69.0,32.0,4.0,2021-01-11 17:41:17
ID0656,Stewart,2021-01-11,17:41:17,Payment related,Y,Y,46.0,53.0,1.0,2021-01-11 17:41:17
ID0657,Martha,2021-01-11,17:41:17,Payment related,Y,Y,24.0,361.0,5.0,2021-01-11 17:41:17
ID0658,Stewart,2021-01-11,17:41:17,Streaming,Y,Y,101.0,285.0,2.0,2021-01-11 17:41:17
ID0659,Becky,2021-01-11,17:48:29,Payment related,Y,Y,121.0,81.0,5.0,2021-01-11 17:48:29
ID0660,Stewart,2021-01-11,17:48:29,Admin Support,Y,Y,61.0,71.0,3.0,2021-01-11 17:48:29
ID0661,Becky,2021-01-11,17:49:55,Contract related,Y,Y,45.0,80.0,4.0,2021-01-11 17:49:55
ID0662,Becky,2021-01-11,17:49:55,Payment related,Y,Y,40.0,121.0,5.0,2021-01-11 17:49:55
ID0663,Dan,2021-01-12,09:51:50,Technical Support,Y,Y,94.0,56.0,4.0,2021-01-12 09:51:50
ID0664,Greg,2021-01-12,09:51:50,Streaming,Y,Y,85.0,314.0,5.0,2021-01-12 09:51:50
ID0665,Jim,2021-01-12,09:57:36,Payment related,Y,Y,22.0,278.0,3.0,2021-01-12 09:57:36
ID0666,Becky,2021-01-12,09:57:36,Contract related,Y,Y,119.0,411.0,5.0,2021-01-12 09:57:36
ID0667,Becky,2021-01-12,10:12:00,Payment related,Y,Y,13.0,141.0,4.0,2021-01-12 10:12:00
ID0668,Martha,2021-01-12,10:12:00,Contract related,Y,Y,60.0,260.0,4.0,2021-01-12 10:12:00
ID0669,Diane,2021-01-12,10:16:19,Admin Support,N,N,68.0,226.0,3.0,2021-01-12 10:16:19
ID0670,Jim,2021-01-12,10:16:19,Payment related,Y,Y,29.0,363.0,1.0,2021-01-12 10:16:19
ID0671,Diane,2021-01-12,10:39:22,Payment related,Y,N,41.0,347.0,5.0,2021-01-12 10:39:22
ID0672,Martha,2021-01-12,10:39:22,Contract related,Y,Y,87.0,340.0,5.0,2021-01-12 10:39:22
ID0673,Jim,2021-01-12,10:48:00,Contract related,Y,Y,77.0,268.0,5.0,2021-01-12 10:48:00
ID0674,Jim,2021-01-12,10:48:00,Payment related,N,N,68.0,226.0,3.0,2021-01-12 10:48:00
ID0675,Dan,2021-01-12,10:49:26,Admin Support,Y,Y,30.0,166.0,4.0,2021-01-12 10:49:26
ID0676,Stewart,2021-01-12,10:49:26,Payment related,N,N,68.0,226.0,3.0,2021-01-12 10:49:26
ID0677,Jim,2021-01-12,11:06:43,Payment related,Y,Y,81.0,330.0,3.0,2021-01-12 11:06:43
ID0678,Stewart,2021-01-12,11:06:43,Contract related,Y,Y,76.0,142.0,4.0,2021-01-12 11:06:43
ID0679,Diane,2021-01-12,11:41:17,Contract related,N,N,68.0,226.0,3.0,2021-01-12 11:41:17
ID0680,Greg,2021-01-12,11:41:17,Contract related,Y,Y,79.0,205.0,4.0,2021-01-12 11:41:17
ID0681,Joe,2021-01-12,12:04:19,Admin Support,Y,Y,114.0,330.0,3.0,2021-01-12 12:04:19
ID0682,Greg,2021-01-12,12:04:19,Contract related,Y,Y,15.0,420.0,2.0,2021-01-12 12:04:19
ID0683,Becky,2021-01-12,13:03:22,Streaming,Y,Y,43.0,200.0,4.0,2021-01-12 13:03:22
ID0684,Stewart,2021-01-12,13:03:22,Technical Support,Y,Y,26.0,388.0,1.0,2021-01-12 13:03:22
ID0685,Greg,2021-01-12,13:30:43,Technical Support,Y,Y,57.0,212.0,2.0,2021-01-12 13:30:43
ID0686,Stewart,2021-01-12,13:30:43,Contract related,Y,Y,86.0,154.0,3.0,2021-01-12 13:30:43
ID0687,Diane,2021-01-12,13:37:55,Payment related,Y,Y,110.0,286.0,3.0,2021-01-12 13:37:55
ID0688,Becky,2021-01-12,13:37:55,Contract related,Y,Y,43.0,290.0,2.0,2021-01-12 13:37:55
ID0689,Martha,2021-01-12,13:42:14,Technical Support,N,N,68.0,226.0,3.0,2021-01-12 13:42:14
ID0690,Martha,2021-01-12,13:42:14,Admin Support,N,N,68.0,226.0,3.0,2021-01-12 13:42:14
ID0691,Joe,2021-01-12,14:12:29,Technical Support,Y,Y,105.0,181.0,2.0,2021-01-12 14:12:29
ID0692,Diane,2021-01-12,14:12:29,Technical Support,N,N,68.0,226.0,3.0,2021-01-12 14:12:29
ID0693,Greg,2021-01-12,14:51:22,Admin Support,Y,Y,79.0,48.0,4.0,2021-01-12 14:51:22
ID0694,Jim,2021-01-12,14:51:22,Payment related,Y,N,42.0,208.0,3.0,2021-01-12 14:51:22
ID0695,Jim,2021-01-12,15:08:38,Contract related,Y,N,100.0,57.0,4.0,2021-01-12 15:08:38
ID0696,Greg,2021-01-12,15:08:38,Streaming,Y,Y,107.0,388.0,4.0,2021-01-12 15:08:38
ID0697,Martha,2021-01-12,15:23:02,Payment related,Y,Y,96.0,227.0,5.0,2021-01-12 15:23:02
ID0698,Greg,2021-01-12,15:23:02,Streaming,Y,N,116.0,255.0,5.0,2021-01-12 15:23:02
ID0699,Martha,2021-01-12,15:47:31,Technical Support,Y,Y,54.0,174.0,3.0,2021-01-12 15:47:31
ID0700,Diane,2021-01-12,15:47:31,Streaming,Y,Y,24.0,385.0,4.0,2021-01-12 15:47:31
ID0701,Dan,2021-01-12,15:51:50,Contract related,Y,Y,52.0,176.0,5.0,2021-01-12 15:51:50
ID0702,Dan,2021-01-12,15:51:50,Contract related,Y,Y,77.0,51.0,3.0,2021-01-12 15:51:50
ID0703,Diane,2021-01-12,16:12:00,Admin Support,Y,Y,91.0,100.0,3.0,2021-01-12 16:12:00
ID0704,Dan,2021-01-12,16:12:00,Streaming,Y,N,104.0,104.0,3.0,2021-01-12 16:12:00
ID0705,Joe,2021-01-12,16:45:07,Technical Support,Y,Y,111.0,156.0,3.0,2021-01-12 16:45:07
ID0706,Becky,2021-01-12,16:45:07,Technical Support,N,N,68.0,226.0,3.0,2021-01-12 16:45:07
ID0707,Jim,2021-01-12,16:46:34,Payment related,Y,Y,55.0,308.0,4.0,2021-01-12 16:46:34
ID0708,Stewart,2021-01-12,16:46:34,Admin Support,N,N,68.0,226.0,3.0,2021-01-12 16:46:34
ID0709,Joe,2021-01-12,16:49:26,Contract related,Y,Y,124.0,326.0,4.0,2021-01-12 16:49:26
ID0710,Martha,2021-01-12,16:49:26,Payment related,Y,Y,68.0,277.0,3.0,2021-01-12 16:49:26
ID0711,Dan,2021-01-12,16:50:53,Technical Support,Y,N,40.0,273.0,3.0,2021-01-12 16:50:53
ID0712,Stewart,2021-01-12,16:50:53,Payment related,Y,Y,119.0,155.0,4.0,2021-01-12 16:50:53
ID0713,Dan,2021-01-12,16:52:19,Payment related,Y,Y,42.0,55.0,1.0,2021-01-12 16:52:19
ID0714,Joe,2021-01-12,16:52:19,Admin Support,Y,Y,30.0,235.0,4.0,2021-01-12 16:52:19
ID0715,Jim,2021-01-12,17:06:43,Admin Support,Y,Y,79.0,261.0,4.0,2021-01-12 17:06:43
ID0716,Becky,2021-01-12,17:06:43,Contract related,Y,Y,44.0,416.0,1.0,2021-01-12 17:06:43
ID0717,Jim,2021-01-12,18:00:00,Streaming,Y,Y,71.0,120.0,3.0,2021-01-12 18:00:00
ID0718,Greg,2021-01-12,18:00:00,Streaming,N,N,68.0,226.0,3.0,2021-01-12 18:00:00
ID0719,Joe,2021-01-13,09:21:36,Admin Support,Y,Y,21.0,385.0,5.0,2021-01-13 09:21:36
ID0720,Jim,2021-01-13,09:21:36,Technical Support,Y,Y,122.0,288.0,4.0,2021-01-13 09:21:36
ID0721,Becky,2021-01-13,09:44:38,Technical Support,N,N,68.0,226.0,3.0,2021-01-13 09:44:38
ID0722,Becky,2021-01-13,09:44:38,Admin Support,Y,Y,62.0,145.0,3.0,2021-01-13 09:44:38
ID0723,Stewart,2021-01-13,09:46:05,Contract related,Y,N,37.0,162.0,5.0,2021-01-13 09:46:05
ID0724,Diane,2021-01-13,09:46:05,Contract related,Y,Y,112.0,417.0,2.0,2021-01-13 09:46:05
ID0725,Jim,2021-01-13,09:56:10,Contract related,Y,Y,40.0,204.0,2.0,2021-01-13 09:56:10
ID0726,Joe,2021-01-13,09:56:10,Streaming,Y,N,50.0,113.0,5.0,2021-01-13 09:56:10
ID0727,Dan,2021-01-13,10:37:55,Streaming,Y,Y,88.0,250.0,4.0,2021-01-13 10:37:55
ID0728,Dan,2021-01-13,10:37:55,Admin Support,Y,Y,97.0,52.0,3.0,2021-01-13 10:37:55
ID0729,Diane,2021-01-13,11:06:43,Payment related,N,N,68.0,226.0,3.0,2021-01-13 11:06:43
ID0730,Becky,2021-01-13,11:06:43,Streaming,Y,Y,110.0,283.0,4.0,2021-01-13 11:06:43
ID0731,Martha,2021-01-13,11:09:36,Streaming,N,N,68.0,226.0,3.0,2021-01-13 11:09:36
ID0732,Jim,2021-01-13,11:09:36,Technical Support,Y,Y,104.0,204.0,5.0,2021-01-13 11:09:36
ID0733,Stewart,2021-01-13,11:45:36,Contract related,Y,N,79.0,298.0,3.0,2021-01-13 11:45:36
ID0734,Becky,2021-01-13,11:45:36,Payment related,Y,Y,70.0,91.0,3.0,2021-01-13 11:45:36
ID0735,Greg,2021-01-13,11:54:14,Admin Support,N,N,68.0,226.0,3.0,2021-01-13 11:54:14
ID0736,Joe,2021-01-13,11:54:14,Streaming,Y,Y,70.0,339.0,1.0,2021-01-13 11:54:14
ID0737,Martha,2021-01-13,12:31:41,Contract related,Y,Y,33.0,52.0,3.0,2021-01-13 12:31:41
ID0738,Joe,2021-01-13,12:31:41,Payment related,Y,Y,124.0,54.0,4.0,2021-01-13 12:31:41
ID0739,Diane,2021-01-13,12:37:26,Payment related,Y,Y,77.0,124.0,3.0,2021-01-13 12:37:26
ID0740,Dan,2021-01-13,12:37:26,Streaming,Y,Y,33.0,381.0,3.0,2021-01-13 12:37:26
ID0741,Jim,2021-01-13,12:40:19,Contract related,Y,Y,96.0,67.0,5.0,2021-01-13 12:40:19
ID0742,Becky,2021-01-13,12:40:19,Streaming,N,N,68.0,226.0,3.0,2021-01-13 12:40:19
ID0743,Joe,2021-01-13,14:02:24,Payment related,Y,Y,69.0,228.0,5.0,2021-01-13 14:02:24
ID0744,Dan,2021-01-13,14:02:24,Admin Support,Y,Y,58.0,392.0,4.0,2021-01-13 14:02:24
ID0745,Martha,2021-01-13,14:26:53,Admin Support,Y,N,112.0,40.0,3.0,2021-01-13 14:26:53
ID0746,Jim,2021-01-13,14:26:53,Technical Support,Y,Y,61.0,263.0,3.0,2021-01-13 14:26:53
ID0747,Dan,2021-01-13,14:48:29,Admin Support,Y,Y,89.0,192.0,3.0,2021-01-13 14:48:29
ID0748,Becky,2021-01-13,14:48:29,Payment related,Y,Y,84.0,192.0,5.0,2021-01-13 14:48:29
ID0749,Diane,2021-01-13,15:14:24,Technical Support,Y,Y,53.0,216.0,3.0,2021-01-13 15:14:24
ID0750,Becky,2021-01-13,15:14:24,Streaming,Y,Y,73.0,94.0,3.0,2021-01-13 15:14:24
ID0751,Stewart,2021-01-13,15:27:22,Contract related,Y,Y,12.0,131.0,2.0,2021-01-13 15:27:22
ID0752,Martha,2021-01-13,15:27:22,Admin Support,Y,Y,90.0,392.0,4.0,2021-01-13 15:27:22
ID0753,Stewart,2021-01-13,15:34:34,Technical Support,N,N,68.0,226.0,3.0,2021-01-13 15:34:34
ID0754,Dan,2021-01-13,15:34:34,Technical Support,Y,Y,23.0,253.0,5.0,2021-01-13 15:34:34
ID0755,Greg,2021-01-13,15:40:19,Admin Support,Y,Y,98.0,308.0,5.0,2021-01-13 15:40:19
ID0756,Diane,2021-01-13,15:40:19,Contract related,Y,Y,28.0,63.0,2.0,2021-01-13 15:40:19
ID0757,Diane,2021-01-13,17:58:34,Technical Support,Y,Y,123.0,268.0,3.0,2021-01-13 17:58:34
ID0758,Becky,2021-01-13,17:58:34,Contract related,Y,Y,82.0,150.0,5.0,2021-01-13 17:58:34
ID0759,Martha,2021-01-14,09:02:53,Technical Support,Y,Y,57.0,288.0,4.0,2021-01-14 09:02:53
ID0760,Stewart,2021-01-14,09:02:53,Streaming,Y,Y,14.0,71.0,5.0,2021-01-14 09:02:53
ID0761,Joe,2021-01-14,09:14:24,Technical Support,Y,Y,114.0,37.0,4.0,2021-01-14 09:14:24
ID0762,Jim,2021-01-14,09:14:24,Payment related,Y,Y,53.0,261.0,5.0,2021-01-14 09:14:24
ID0763,Jim,2021-01-14,09:17:17,Technical Support,N,N,68.0,226.0,3.0,2021-01-14 09:17:17
ID0764,Dan,2021-01-14,09:17:17,Technical Support,Y,Y,25.0,273.0,4.0,2021-01-14 09:17:17
ID0765,Greg,2021-01-14,09:24:29,Admin Support,Y,Y,86.0,200.0,2.0,2021-01-14 09:24:29
ID0766,Jim,2021-01-14,09:24:29,Payment related,Y,Y,51.0,128.0,4.0,2021-01-14 09:24:29
ID0767,Stewart,2021-01-14,10:01:55,Technical Support,Y,Y,31.0,56.0,4.0,2021-01-14 10:01:55
ID0768,Dan,2021-01-14,10:01:55,Streaming,N,N,68.0,226.0,3.0,2021-01-14 10:01:55
ID0769,Martha,2021-01-14,10:53:46,Payment related,Y,Y,124.0,304.0,4.0,2021-01-14 10:53:46
ID0770,Jim,2021-01-14,10:53:46,Streaming,Y,Y,116.0,408.0,2.0,2021-01-14 10:53:46
ID0771,Becky,2021-01-14,11:19:41,Contract related,Y,Y,41.0,243.0,2.0,2021-01-14 11:19:41
ID0772,Greg,2021-01-14,11:19:41,Contract related,Y,Y,53.0,278.0,2.0,2021-01-14 11:19:41
ID0773,Martha,2021-01-14,11:32:38,Technical Support,Y,Y,85.0,124.0,4.0,2021-01-14 11:32:38
ID0774,Joe,2021-01-14,11:32:38,Streaming,Y,Y,18.0,278.0,5.0,2021-01-14 11:32:38
ID0775,Stewart,2021-01-14,11:35:31,Payment related,Y,Y,17.0,253.0,4.0,2021-01-14 11:35:31
ID0776,Joe,2021-01-14,11:35:31,Technical Support,Y,Y,102.0,178.0,4.0,2021-01-14 11:35:31
ID0777,Jim,2021-01-14,12:01:26,Technical Support,Y,Y,26.0,401.0,1.0,2021-01-14 12:01:26
ID0778,Joe,2021-01-14,12:01:26,Payment related,Y,Y,107.0,382.0,3.0,2021-01-14 12:01:26
ID0779,Greg,2021-01-14,12:05:46,Technical Support,N,N,68.0,226.0,3.0,2021-01-14 12:05:46
ID0780,Greg,2021-01-14,12:05:46,Streaming,Y,Y,35.0,264.0,5.0,2021-01-14 12:05:46
ID0781,Joe,2021-01-14,12:11:31,Technical Support,Y,Y,100.0,324.0,2.0,2021-01-14 12:11:31
ID0782,Diane,2021-01-14,12:11:31,Admin Support,Y,Y,12.0,379.0,4.0,2021-01-14 12:11:31
ID0783,Jim,2021-01-14,12:33:07,Payment related,Y,Y,43.0,234.0,4.0,2021-01-14 12:33:07
ID0784,Becky,2021-01-14,12:33:07,Payment related,Y,Y,68.0,109.0,4.0,2021-01-14 12:33:07
ID0785,Joe,2021-01-14,12:43:12,Streaming,Y,Y,81.0,115.0,3.0,2021-01-14 12:43:12
ID0786,Martha,2021-01-14,12:43:12,Contract related,Y,N,49.0,381.0,5.0,2021-01-14 12:43:12
ID0787,Dan,2021-01-14,13:01:55,Technical Support,Y,Y,101.0,370.0,3.0,2021-01-14 13:01:55
ID0788,Joe,2021-01-14,13:01:55,Contract related,Y,Y,72.0,358.0,3.0,2021-01-14 13:01:55
ID0789,Martha,2021-01-14,13:30:43,Technical Support,Y,Y,18.0,110.0,3.0,2021-01-14 13:30:43
ID0790,Diane,2021-01-14,13:30:43,Contract related,Y,Y,86.0,273.0,5.0,2021-01-14 13:30:43
ID0791,Dan,2021-01-14,13:35:02,Admin Support,Y,Y,109.0,38.0,4.0,2021-01-14 13:35:02
ID0792,Martha,2021-01-14,13:35:02,Technical Support,N,N,68.0,226.0,3.0,2021-01-14 13:35:02
ID0793,Martha,2021-01-14,14:09:36,Admin Support,Y,Y,32.0,252.0,2.0,2021-01-14 14:09:36
ID0794,Dan,2021-01-14,14:09:36,Contract related,Y,Y,68.0,315.0,3.0,2021-01-14 14:09:36
ID0795,Joe,2021-01-14,14:38:24,Technical Support,Y,Y,10.0,417.0,4.0,2021-01-14 14:38:24
ID0796,Jim,2021-01-14,14:38:24,Payment related,Y,Y,76.0,287.0,5.0,2021-01-14 14:38:24
ID0797,Dan,2021-01-14,14:57:07,Payment related,Y,Y,124.0,393.0,3.0,2021-01-14 14:57:07
ID0798,Becky,2021-01-14,14:57:07,Technical Support,Y,Y,28.0,252.0,3.0,2021-01-14 14:57:07
ID0799,Becky,2021-01-14,15:20:10,Streaming,Y,Y,107.0,99.0,4.0,2021-01-14 15:20:10
ID0800,Martha,2021-01-14,15:20:10,Admin Support,N,N,68.0,226.0,3.0,2021-01-14 15:20:10
ID0801,Diane,2021-01-14,15:51:50,Streaming,N,N,68.0,226.0,3.0,2021-01-14 15:51:50
ID0802,Martha,2021-01-14,15:51:50,Admin Support,N,N,68.0,226.0,3.0,2021-01-14 15:51:50
ID0803,Stewart,2021-01-14,15:54:43,Streaming,N,N,68.0,226.0,3.0,2021-01-14 15:54:43
ID0804,Joe,2021-01-14,15:54:43,Technical Support,N,N,68.0,226.0,3.0,2021-01-14 15:54:43
ID0805,Diane,2021-01-14,16:27:50,Contract related,Y,Y,21.0,100.0,4.0,2021-01-14 16:27:50
ID0806,Dan,2021-01-14,16:27:50,Streaming,Y,Y,66.0,343.0,2.0,2021-01-14 16:27:50
ID0807,Becky,2021-01-14,16:39:22,Technical Support,N,N,68.0,226.0,3.0,2021-01-14 16:39:22
ID0808,Greg,2021-01-14,16:39:22,Streaming,Y,Y,19.0,392.0,3.0,2021-01-14 16:39:22
ID0809,Greg,2021-01-14,17:19:41,Contract related,Y,Y,100.0,359.0,4.0,2021-01-14 17:19:41
ID0810,Jim,2021-01-14,17:19:41,Technical Support,Y,Y,108.0,384.0,4.0,2021-01-14 17:19:41
ID0811,Stewart,2021-01-14,17:22:34,Technical Support,Y,Y,123.0,275.0,1.0,2021-01-14 17:22:34
ID0812,Greg,2021-01-14,17:22:34,Contract related,N,N,68.0,226.0,3.0,2021-01-14 17:22:34
ID0813,Dan,2021-01-14,17:32:38,Contract related,Y,Y,76.0,127.0,2.0,2021-01-14 17:32:38
ID0814,Joe,2021-01-14,17:32:38,Contract related,Y,Y,78.0,93.0,2.0,2021-01-14 17:32:38
ID0815,Becky,2021-01-14,17:32:38,Streaming,Y,Y,17.0,153.0,1.0,2021-01-14 17:32:38
ID0816,Diane,2021-01-14,17:32:38,Streaming,Y,Y,60.0,253.0,4.0,2021-01-14 17:32:38
ID0817,Jim,2021-01-15,09:40:19,Contract related,Y,Y,76.0,107.0,3.0,2021-01-15 09:40:19
ID0818,Greg,2021-01-15,09:40:19,Contract related,Y,Y,80.0,242.0,4.0,2021-01-15 09:40:19
ID0819,Greg,2021-01-15,09:40:19,Admin Support,Y,N,20.0,337.0,4.0,2021-01-15 09:40:19
ID0820,Becky,2021-01-15,09:40:19,Admin Support,Y,Y,82.0,382.0,3.0,2021-01-15 09:40:19
ID0821,Stewart,2021-01-15,09:50:24,Technical Support,Y,Y,33.0,352.0,3.0,2021-01-15 09:50:24
ID0822,Stewart,2021-01-15,09:50:24,Admin Support,Y,Y,93.0,116.0,3.0,2021-01-15 09:50:24
ID0823,Diane,2021-01-15,10:56:38,Streaming,Y,Y,29.0,180.0,4.0,2021-01-15 10:56:38
ID0824,Martha,2021-01-15,10:56:38,Admin Support,Y,Y,83.0,413.0,4.0,2021-01-15 10:56:38
ID0825,Stewart,2021-01-15,11:31:12,Payment related,Y,Y,113.0,121.0,4.0,2021-01-15 11:31:12
ID0826,Stewart,2021-01-15,11:31:12,Admin Support,Y,Y,21.0,206.0,4.0,2021-01-15 11:31:12
ID0827,Becky,2021-01-15,11:38:24,Admin Support,Y,N,82.0,160.0,4.0,2021-01-15 11:38:24
ID0828,Diane,2021-01-15,11:38:24,Streaming,Y,Y,91.0,227.0,3.0,2021-01-15 11:38:24
ID0829,Dan,2021-01-15,11:45:36,Technical Support,Y,Y,111.0,40.0,4.0,2021-01-15 11:45:36
ID0830,Martha,2021-01-15,11:45:36,Admin Support,Y,Y,70.0,313.0,4.0,2021-01-15 11:45:36
ID0831,Dan,2021-01-15,13:46:34,Technical Support,N,N,68.0,226.0,3.0,2021-01-15 13:46:34
ID0832,Joe,2021-01-15,13:46:34,Streaming,Y,Y,58.0,259.0,4.0,2021-01-15 13:46:34
ID0833,Jim,2021-01-15,13:53:46,Streaming,Y,Y,10.0,327.0,4.0,2021-01-15 13:53:46
ID0834,Becky,2021-01-15,13:53:46,Payment related,Y,Y,77.0,180.0,1.0,2021-01-15 13:53:46
ID0835,Diane,2021-01-15,14:08:10,Streaming,Y,Y,92.0,239.0,4.0,2021-01-15 14:08:10
ID0836,Jim,2021-01-15,14:08:10,Admin Support,Y,Y,59.0,129.0,1.0,2021-01-15 14:08:10
ID0837,Diane,2021-01-15,14:13:55,Admin Support,Y,Y,42.0,259.0,2.0,2021-01-15 14:13:55
ID0838,Greg,2021-01-15,14:13:55,Payment related,Y,Y,110.0,272.0,3.0,2021-01-15 14:13:55
ID0839,Jim,2021-01-15,15:01:26,Contract related,Y,Y,21.0,92.0,5.0,2021-01-15 15:01:26
ID0840,Diane,2021-01-15,15:01:26,Payment related,N,N,68.0,226.0,3.0,2021-01-15 15:01:26
ID0841,Diane,2021-01-15,15:21:36,Technical Support,Y,N,60.0,208.0,4.0,2021-01-15 15:21:36
ID0842,Greg,2021-01-15,15:21:36,Payment related,Y,Y,93.0,145.0,2.0,2021-01-15 15:21:36
ID0843,Greg,2021-01-15,15:30:14,Contract related,N,N,68.0,226.0,3.0,2021-01-15 15:30:14
ID0844,Diane,2021-01-15,15:30:14,Streaming,Y,Y,79.0,372.0,3.0,2021-01-15 15:30:14
ID0845,Diane,2021-01-15,15:46:05,Technical Support,Y,Y,21.0,357.0,5.0,2021-01-15 15:46:05
ID0846,Stewart,2021-01-15,15:46:05,Contract related,Y,Y,102.0,166.0,5.0,2021-01-15 15:46:05
ID0847,Joe,2021-01-15,16:06:14,Payment related,Y,N,10.0,78.0,5.0,2021-01-15 16:06:14
ID0848,Stewart,2021-01-15,16:06:14,Technical Support,Y,Y,117.0,41.0,4.0,2021-01-15 16:06:14
ID0849,Becky,2021-01-15,16:37:55,Contract related,Y,Y,45.0,413.0,3.0,2021-01-15 16:37:55
ID0850,Greg,2021-01-15,16:37:55,Admin Support,Y,N,50.0,61.0,3.0,2021-01-15 16:37:55
